Edad,trabajo,estado_civil,educacion,saldo,credito_vivienda,prestamo,contacto,campaign,contactos_previos,poutcome,suscrito
49.0,retired,divorced,secondary,67493,yes,yes,telephone,45.0,3.0,success,yes
69.0,self-employed,single,secondary,35358,no,no,cellular,12.0,2.0,failure,yes
47.0,services,divorced,primary,50484,no,no,telephone,24.0,1.0,nonexistent,yes
64.0,self-employed,divorced,primary,78449,no,yes,telephone,28.0,1.0,failure,yes
52.0,services,divorced,tertiary,48837,no,yes,cellular,1.0,0.0,nonexistent,yes
72.0,blue-collar,divorced,primary,73333,no,yes,telephone,34.0,4.0,nonexistent,yes
57.0,retired,single,tertiary,5531,no,yes,cellular,3.0,2.0,success,no
30.0,student,single,primary,70447,no,no,telephone,27.0,2.0004504098729843,success,yes
67.0,admin,single,secondary,30316,yes,yes,cellular,21.0,2.0,success,yes
59.0,unemployed,married,secondary,69267,yes,yes,telephone,22.0,0.0,failure,no
36.0,self-employed,divorced,tertiary,42223,no,yes,telephone,44.0,4.0,failure,no
34.0,unemployed,single,secondary,87952,no,no,cellular,16.0,4.0,nonexistent,no
73.0,services,single,tertiary,0,no,yes,telephone,46.0,2.0,success,yes
36.0,blue-collar,single,secondary,10045,yes,no,cellular,24.0,4.0,nonexistent,yes
45.0,admin,single,tertiary,49498,yes,no,telephone,46.0,2.0,success,no
54.0,student,divorced,secondary,16245,no,no,cellular,38.0,2.0004504098729843,failure,no
43.0,unemployed,single,tertiary,96102,yes,no,telephone,42.0,2.0,success,yes
70.0,technician,divorced,tertiary,25339,yes,yes,telephone,27.0,1.0,success,no
26.0,entrepreneur,single,tertiary,79950,no,yes,telephone,32.0,2.0004504098729843,nonexistent,no
29.0,unemployed,divorced,primary,61819,no,no,cellular,26.0,4.0,success,yes
70.0,blue-collar,divorced,tertiary,77817,yes,no,telephone,7.0,0.0,success,yes
18.0,technician,married,primary,14626,no,no,cellular,7.0,2.0,nonexistent,yes
64.0,admin,divorced,primary,21302,yes,yes,telephone,43.0,3.0,success,yes
51.0,admin,single,tertiary,44691,no,no,cellular,27.0,4.0,success,yes
42.0,unemployed,divorced,primary,4087,no,yes,telephone,24.0,4.0,nonexistent,yes
62.0,admin,married,primary,94955,yes,no,telephone,45.0,0.0,failure,yes
46.18152922479251,student,married,secondary,75150,yes,no,cellular,29.0,4.0,nonexistent,yes
33.0,entrepreneur,single,tertiary,67539,no,no,cellular,25.131025957972806,0.0,nonexistent,yes
22.0,retired,married,primary,58572,yes,yes,telephone,21.0,0.0,failure,yes
39.0,unemployed,married,tertiary,31366,no,yes,cellular,45.0,4.0,failure,yes
46.0,blue-collar,married,primary,49347,yes,yes,telephone,1.0,0.0,success,no
72.0,retired,divorced,tertiary,Auto%#,yes,yes,cellular,10.0,2.0004504098729843,success,yes
20.0,admin,single,primary,6139,yes,no,cellular,30.0,4.0,success,yes
43.0,services,divorced,secondary,1659,yes,yes,cellular,42.0,2.0,failure,yes
33.0,blue-collar,married,primary,89761,no,no,telephone,30.0,2.0,nonexistent,yes
68.0,self-employed,divorced,secondary,3634,no,no,cellular,28.0,1.0,failure,yes
54.0,admin,divorced,primary,1682,yes,no,telephone,29.0,4.0,failure,yes
39.0,management,married,tertiary,33451,yes,no,cellular,31.0,3.0,failure,no
31.0,management,divorced,primary,84851,yes,yes,cellular,4.0,3.0,success,no
45.0,entrepreneur,married,secondary,73038,no,yes,cellular,49.0,4.0,failure,no
22.0,services,divorced,primary,68249,yes,yes,telephone,19.0,0.0,nonexistent,no
66.0,blue-collar,divorced,secondary,19984,yes,yes,cellular,45.0,0.0,success,no
47.0,student,divorced,primary,18487,no,yes,cellular,31.0,2.0,success,no
63.0,self-employed,divorced,tertiary,75,no,no,telephone,34.0,2.0004504098729843,failure,yes
69.0,student,divorced,secondary,31550,no,yes,telephone,41.0,4.0,success,yes
29.0,unemployed,single,tertiary,95799,no,yes,cellular,42.0,3.0,success,yes
33.0,services,single,primary,40293,no,no,cellular,44.0,2.0004504098729843,failure,yes
43.0,technician,single,tertiary,75445,no,no,cellular,31.0,4.0,nonexistent,yes
43.0,unemployed,divorced,secondary,27212,yes,no,cellular,11.0,2.0,success,no
38.0,retired,married,primary,0,no,yes,telephone,44.0,2.0,nonexistent,no
56.0,entrepreneur,divorced,primary,Auto%#,yes,yes,cellular,44.0,0.0,nonexistent,no
53.0,unemployed,divorced,primary,98358,no,yes,cellular,32.0,1.0,failure,yes
50.0,services,single,tertiary,77911,yes,yes,telephone,23.0,4.0,success,yes
47.0,entrepreneur,divorced,primary,43964,yes,yes,telephone,40.0,0.0,failure,yes
54.0,admin,divorced,primary,65645,yes,no,telephone,46.0,3.0,nonexistent,yes
40.0,technician,single,tertiary,58501,yes,yes,cellular,39.0,2.0,failure,yes
27.0,blue-collar,married,tertiary,64856,no,no,telephone,3.0,1.0,failure,no
71.0,student,married,secondary,79523,yes,yes,cellular,28.0,4.0,failure,yes
51.0,management,married,secondary,47884,no,no,telephone,19.0,4.0,nonexistent,yes
69.0,services,married,secondary,60858,no,yes,cellular,46.0,2.0,failure,yes
48.0,student,divorced,primary,91745,no,no,telephone,19.0,4.0,nonexistent,yes
27.0,self-employed,divorced,primary,62326,no,yes,telephone,42.0,3.0,failure,no
49.0,self-employed,married,primary,44415,yes,no,cellular,29.0,0.0,success,no
18.0,technician,divorced,tertiary,59006,no,no,cellular,19.0,1.0,nonexistent,no
73.0,management,married,tertiary,47127,no,no,cellular,18.0,0.0,success,yes
22.0,entrepreneur,single,primary,20547,no,yes,cellular,45.0,3.0,failure,no
62.0,unemployed,married,primary,20939,yes,yes,cellular,49.0,1.0,failure,no
21.0,management,divorced,tertiary,77738,yes,yes,telephone,24.0,3.0,failure,yes
33.0,retired,married,secondary,92756,yes,yes,telephone,38.0,2.0,nonexistent,yes
41.0,admin,divorced,primary,85298,yes,no,cellular,16.0,0.0,success,no
46.18152922479251,admin,single,secondary,-278,yes,no,telephone,41.0,2.0,success,yes
66.0,management,divorced,primary,0,yes,yes,telephone,4.0,4.0,failure,yes
45.0,blue-collar,married,primary,812,no,yes,cellular,13.0,4.0,success,yes
49.0,unemployed,single,primary,278,no,yes,telephone,35.0,3.0,success,yes
37.0,unemployed,divorced,secondary,67159,no,no,cellular,19.0,2.0,failure,no
41.0,management,married,primary,4530,no,no,cellular,24.0,3.0,success,no
29.0,retired,single,secondary,47866,no,no,telephone,33.0,2.0,success,yes
67.0,unemployed,single,tertiary,79523,yes,no,telephone,33.0,3.0,failure,yes
52.0,services,married,tertiary,-1076,no,yes,telephone,9.0,0.0,failure,yes
50.0,unemployed,single,tertiary,17546,yes,no,cellular,3.0,3.0,success,yes
60.0,student,single,primary,16953,no,yes,cellular,18.0,4.0,failure,no
54.0,unemployed,divorced,tertiary,33583,no,no,telephone,2.0,2.0,nonexistent,yes
29.0,services,married,secondary,86892,yes,no,cellular,32.0,1.0,nonexistent,no
18.0,self-employed,divorced,secondary,2462,yes,no,telephone,9.0,2.0004504098729843,success,yes
50.0,student,divorced,secondary,0,yes,no,cellular,2.0,1.0,nonexistent,yes
57.0,blue-collar,married,primary,85868,no,no,telephone,20.0,4.0,success,yes
27.0,blue-collar,married,primary,83398,no,yes,cellular,27.0,1.0,nonexistent,yes
60.0,technician,married,secondary,83509,yes,no,telephone,36.0,2.0,nonexistent,no
61.0,unemployed,divorced,secondary,65259,no,no,telephone,41.0,4.0,nonexistent,no
46.0,self-employed,married,secondary,21410,no,no,cellular,46.0,4.0,failure,yes
30.0,entrepreneur,single,secondary,6602,yes,no,cellular,19.0,0.0,failure,no
29.0,services,single,tertiary,16614,yes,no,cellular,16.0,0.0,success,yes
48.0,student,single,secondary,16444,no,yes,cellular,26.0,3.0,failure,no
19.0,unemployed,divorced,primary,66149,no,yes,cellular,47.0,4.0,nonexistent,yes
67.0,entrepreneur,married,primary,79516,no,no,cellular,28.0,2.0,nonexistent,no
52.0,technician,single,primary,42866,no,no,cellular,47.0,3.0,success,yes
40.0,entrepreneur,married,primary,64213,no,yes,cellular,19.0,1.0,failure,yes
43.0,entrepreneur,divorced,primary,61789,yes,no,cellular,48.0,3.0,failure,no
27.0,technician,single,tertiary,72522,yes,yes,telephone,30.0,2.0,nonexistent,yes
43.0,technician,married,tertiary,62084,yes,no,cellular,49.0,0.0,success,yes
51.0,blue-collar,divorced,secondary,97032,no,no,telephone,42.0,2.0,failure,yes
68.0,unemployed,single,primary,24269,no,yes,telephone,37.0,2.0,nonexistent,no
58.0,blue-collar,single,tertiary,77709,yes,no,cellular,41.0,1.0,nonexistent,yes
24.0,unemployed,divorced,secondary,19118,no,no,cellular,46.0,4.0,nonexistent,no
21.0,student,married,primary,96494,yes,no,cellular,32.0,0.0,nonexistent,yes
62.0,blue-collar,single,primary,0,no,no,telephone,24.0,1.0,nonexistent,yes
28.0,unemployed,single,secondary,89601,yes,no,cellular,10.0,4.0,nonexistent,yes
46.0,unemployed,married,primary,77226,no,yes,cellular,24.0,4.0,failure,yes
46.18152922479251,unemployed,single,primary,11740,yes,yes,telephone,1.0,3.0,success,no
53.0,entrepreneur,single,primary,67581,no,yes,telephone,35.0,3.0,nonexistent,yes
74.0,services,married,tertiary,41779,yes,no,cellular,31.0,4.0,success,yes
53.0,technician,married,tertiary,18495,no,yes,cellular,45.0,4.0,nonexistent,yes
27.0,unemployed,single,tertiary,37602,no,no,telephone,37.0,4.0,success,yes
41.0,management,married,tertiary,85140,yes,no,telephone,49.0,1.0,nonexistent,yes
52.0,unemployed,single,primary,18442,no,yes,cellular,25.0,1.0,nonexistent,no
66.0,entrepreneur,married,primary,1247,yes,yes,cellular,3.0,0.0,failure,no
52.0,unemployed,single,primary,48368,yes,no,cellular,38.0,2.0,success,yes
65.0,entrepreneur,married,tertiary,53244,no,yes,telephone,32.0,3.0,failure,no
53.0,entrepreneur,divorced,tertiary,23474,yes,yes,telephone,48.0,3.0,success,yes
35.0,technician,single,primary,62784,no,no,cellular,20.0,0.0,success,yes
66.0,retired,married,tertiary,3586,no,no,cellular,30.0,0.0,success,no
56.0,services,divorced,secondary,54228,no,yes,cellular,2.0,4.0,success,no
49.0,retired,divorced,tertiary,5940,yes,yes,telephone,5.0,4.0,nonexistent,no
41.0,self-employed,single,primary,16606,no,no,telephone,19.0,4.0,nonexistent,yes
40.0,technician,married,primary,38747,yes,no,cellular,20.0,1.0,failure,yes
29.0,management,single,primary,55760,no,yes,cellular,18.0,1.0,success,no
66.0,technician,married,secondary,60996,yes,yes,telephone,27.0,0.0,nonexistent,no
30.0,blue-collar,single,primary,34594,yes,no,telephone,35.0,3.0,failure,yes
52.0,student,single,primary,67875,yes,yes,cellular,21.0,3.0,success,yes
58.0,services,single,tertiary,96978,no,no,telephone,20.0,4.0,failure,no
47.0,self-employed,divorced,primary,86209,no,yes,cellular,9.0,3.0,failure,yes
34.0,self-employed,divorced,tertiary,13426,no,yes,cellular,31.0,0.0,success,yes
66.0,entrepreneur,married,primary,14486,no,yes,cellular,9.0,1.0,success,yes
37.0,entrepreneur,single,primary,74085,yes,yes,telephone,7.0,3.0,failure,no
42.0,technician,divorced,primary,10219,yes,no,telephone,1.0,2.0004504098729843,success,no
30.0,blue-collar,married,secondary,26788,no,yes,telephone,3.0,4.0,success,no
36.0,admin,single,tertiary,-505,yes,no,cellular,39.0,2.0,success,yes
66.0,services,single,secondary,92970,yes,no,cellular,12.0,3.0,failure,yes
53.0,entrepreneur,married,tertiary,0,no,yes,telephone,30.0,0.0,success,yes
29.0,admin,divorced,primary,5537,yes,yes,telephone,16.0,2.0,success,yes
58.0,admin,married,tertiary,33553,no,no,telephone,13.0,3.0,success,no
36.0,unemployed,married,tertiary,20203,no,yes,cellular,24.0,1.0,nonexistent,yes
29.0,management,married,tertiary,52032,yes,no,cellular,17.0,0.0,nonexistent,no
26.0,management,single,secondary,69124,yes,no,telephone,27.0,3.0,success,no
45.0,student,divorced,tertiary,78747,no,no,telephone,41.0,4.0,success,no
48.0,blue-collar,divorced,secondary,62043,yes,yes,telephone,5.0,2.0,success,yes
36.0,admin,divorced,secondary,83437,yes,no,telephone,38.0,2.0,nonexistent,yes
64.0,retired,single,primary,2777,no,yes,telephone,6.0,2.0,success,yes
33.0,admin,divorced,primary,67725,yes,no,telephone,24.0,4.0,success,yes
70.0,management,single,primary,43791,no,yes,telephone,40.0,1.0,nonexistent,yes
29.0,management,divorced,primary,63258,no,no,cellular,42.0,0.0,nonexistent,yes
42.0,blue-collar,married,tertiary,Auto%#,yes,no,cellular,49.0,0.0,success,no
69.0,services,divorced,secondary,74185,no,yes,cellular,3.0,2.0004504098729843,failure,yes
38.0,technician,single,primary,21719,yes,no,cellular,23.0,0.0,success,yes
53.0,services,married,secondary,64686,yes,yes,cellular,21.0,4.0,success,no
40.0,management,divorced,tertiary,26434,no,no,telephone,45.0,4.0,failure,yes
33.0,blue-collar,single,secondary,18520,yes,no,cellular,8.0,1.0,failure,yes
56.0,management,divorced,primary,-490,yes,no,cellular,14.0,3.0,failure,no
62.0,management,married,tertiary,Auto%#,no,yes,cellular,30.0,2.0,failure,no
70.0,services,married,tertiary,11982,yes,yes,telephone,8.0,4.0,success,no
59.0,admin,single,primary,67451,no,yes,telephone,19.0,3.0,success,no
56.0,blue-collar,divorced,primary,78270,no,no,telephone,45.0,2.0,success,yes
46.18152922479251,retired,married,secondary,96220,yes,no,telephone,6.0,0.0,success,no
52.0,retired,married,secondary,56087,no,no,cellular,34.0,2.0,failure,yes
46.0,blue-collar,single,primary,34706,no,yes,telephone,31.0,2.0,success,no
60.0,management,single,tertiary,97377,yes,no,telephone,11.0,0.0,failure,yes
35.0,entrepreneur,single,primary,59737,no,yes,cellular,35.0,0.0,nonexistent,yes
64.0,student,married,tertiary,98496,yes,yes,cellular,11.0,3.0,nonexistent,yes
29.0,unemployed,single,tertiary,38975,yes,no,telephone,40.0,3.0,success,yes
26.0,blue-collar,single,primary,95364,yes,yes,telephone,32.0,3.0,nonexistent,yes
27.0,blue-collar,single,primary,26129,yes,yes,cellular,49.0,0.0,failure,yes
61.0,services,married,secondary,35939,yes,no,telephone,26.0,1.0,success,yes
55.0,unemployed,married,primary,6298,no,yes,telephone,1.0,0.0,failure,no
63.0,technician,divorced,secondary,4480,no,no,telephone,29.0,3.0,failure,yes
59.0,student,single,tertiary,66393,yes,yes,cellular,32.0,1.0,failure,yes
26.0,technician,married,primary,2349,yes,yes,telephone,25.0,2.0,success,yes
67.0,admin,married,primary,64964,yes,yes,telephone,40.0,3.0,nonexistent,yes
19.0,blue-collar,married,secondary,44778,no,yes,cellular,29.0,2.0004504098729843,failure,yes
22.0,services,married,tertiary,86699,no,no,telephone,37.0,1.0,failure,yes
46.0,retired,divorced,tertiary,25677,yes,yes,telephone,32.0,1.0,success,no
36.0,technician,single,primary,78345,no,yes,cellular,44.0,4.0,nonexistent,no
25.0,blue-collar,married,secondary,11272,yes,yes,cellular,48.0,0.0,failure,yes
65.0,retired,divorced,primary,9828,yes,no,telephone,3.0,4.0,nonexistent,no
62.0,unemployed,married,primary,42431,yes,yes,cellular,12.0,4.0,failure,yes
18.0,retired,divorced,tertiary,5856,no,yes,telephone,20.0,2.0,nonexistent,yes
39.0,retired,divorced,secondary,9223,yes,yes,telephone,8.0,0.0,failure,yes
69.0,technician,married,primary,37413,yes,no,cellular,31.0,1.0,success,yes
34.0,blue-collar,single,tertiary,54822,yes,no,cellular,24.0,0.0,success,yes
42.0,student,single,primary,71702,no,yes,telephone,8.0,2.0,failure,yes
21.0,blue-collar,married,secondary,10637,no,no,cellular,14.0,4.0,nonexistent,no
53.0,self-employed,single,primary,44534,yes,yes,telephone,15.0,2.0,failure,no
46.18152922479251,technician,single,secondary,72038,no,yes,cellular,26.0,1.0,success,no
61.0,entrepreneur,married,tertiary,13266,no,no,telephone,38.0,2.0,failure,yes
71.0,unemployed,married,tertiary,46068,yes,no,telephone,46.0,3.0,success,yes
56.0,unemployed,single,primary,97625,no,no,cellular,38.0,3.0,nonexistent,no
27.0,entrepreneur,single,tertiary,84295,yes,no,cellular,10.0,1.0,success,no
43.0,services,married,primary,13046,no,yes,cellular,19.0,1.0,failure,no
56.0,retired,divorced,primary,74342,yes,no,telephone,3.0,1.0,success,yes
20.0,retired,divorced,primary,0,no,no,cellular,23.0,1.0,success,no
62.0,retired,divorced,primary,50179,yes,no,cellular,6.0,2.0,success,no
30.0,retired,divorced,secondary,33892,no,no,cellular,41.0,3.0,failure,no
45.0,unemployed,divorced,primary,Auto%#,no,yes,cellular,3.0,3.0,failure,yes
25.0,self-employed,divorced,primary,93847,yes,no,telephone,20.0,0.0,success,no
56.0,blue-collar,single,secondary,75163,no,yes,cellular,49.0,1.0,success,yes
45.0,student,single,tertiary,75812,yes,no,telephone,8.0,4.0,failure,no
66.0,entrepreneur,single,primary,84838,no,no,cellular,35.0,1.0,failure,yes
42.0,retired,married,secondary,10384,yes,yes,telephone,19.0,4.0,nonexistent,yes
50.0,services,married,primary,120,no,no,cellular,10.0,4.0,nonexistent,yes
46.18152922479251,unemployed,married,secondary,-1007,yes,yes,cellular,35.0,2.0004504098729843,nonexistent,no
70.0,student,single,secondary,85295,no,no,telephone,9.0,0.0,nonexistent,no
23.0,entrepreneur,married,primary,16150,no,no,telephone,8.0,3.0,failure,yes
61.0,entrepreneur,married,primary,62681,yes,yes,cellular,8.0,1.0,success,no
62.0,technician,single,tertiary,43388,yes,yes,cellular,8.0,1.0,failure,yes
49.0,admin,married,tertiary,0,no,no,telephone,20.0,2.0,failure,yes
64.0,entrepreneur,married,tertiary,53753,no,no,telephone,46.0,3.0,success,yes
38.0,management,married,primary,99085,no,yes,telephone,22.0,4.0,failure,no
33.0,entrepreneur,married,tertiary,37787,yes,no,telephone,17.0,1.0,failure,no
71.0,technician,divorced,secondary,33673,no,yes,telephone,44.0,3.0,failure,yes
38.0,self-employed,married,primary,Auto%#,yes,yes,telephone,5.0,0.0,failure,no
54.0,blue-collar,married,secondary,14627,yes,no,telephone,25.0,2.0,nonexistent,yes
53.0,management,married,secondary,71474,no,no,telephone,47.0,3.0,failure,yes
52.0,management,single,secondary,56844,no,no,telephone,43.0,1.0,nonexistent,yes
36.0,services,divorced,primary,60904,yes,yes,cellular,15.0,4.0,nonexistent,no
37.0,blue-collar,single,primary,62705,no,yes,telephone,31.0,3.0,failure,no
35.0,blue-collar,married,tertiary,25629,no,yes,telephone,19.0,0.0,success,yes
64.0,admin,married,tertiary,42186,no,no,cellular,44.0,2.0,nonexistent,no
46.18152922479251,unemployed,divorced,tertiary,87621,no,yes,cellular,31.0,0.0,failure,yes
66.0,blue-collar,divorced,tertiary,44537,yes,yes,cellular,47.0,3.0,success,yes
31.0,retired,single,secondary,28832,no,no,telephone,12.0,4.0,success,yes
32.0,services,divorced,primary,21472,yes,no,telephone,23.0,2.0,failure,no
48.0,technician,married,tertiary,46850,no,yes,cellular,23.0,4.0,nonexistent,no
18.0,management,single,secondary,84298,yes,yes,cellular,25.131025957972806,3.0,failure,yes
70.0,admin,divorced,primary,7507,yes,yes,telephone,11.0,4.0,failure,no
71.0,management,divorced,primary,73114,no,no,cellular,22.0,4.0,success,yes
